	log2fc	p-adj
MDM34	-0.637987004	0.004272388
DCD1	0.284862191	0.004302331
SPS100	4.212849039	0.00432867
HFI1	0.294592089	0.004354793
SHU1	0.621551786	0.004371049
SPP41	0.371300418	0.004403463
PNT1	-0.303053607	0.004439674
URC2	0.275297516	0.004505084
NOP8	-0.290220096	0.004511291
NEJ1	0.284626364	0.004522804
TGS1	0.566938271	0.004530267
GIP3	0.576635795	0.004561655
AIM19	-1.333571538	0.004566086
YLR413W	0.586329208	0.004579788
DCG1	-0.350981735	0.004611375
MLP2	0.240281493	0.004633018
DIE2	0.281946409	0.004642348
YRF1-1	0.531493785	0.004656853
YGR201C	0.973984392	0.004688167
CYK3	-0.319544895	0.00474385
MSS1	-0.429126526	0.00475901
FAR10	0.245597678	0.004795382
FMP25	-0.870725108	0.00480261
NUP120	0.247005945	0.004829387
SDT1	-0.164901869	0.004836427
SET2	-0.167582748	0.004868918
RTC1	0.17200829	0.004877062
SNU71	0.152423208	0.004885877
IRC20	0.226612182	0.004925019
SMY2	-0.429581391	0.004935805
FMP52	0.764954886	0.004967704
EMC1	0.220712899	0.004981688
NUP100	0.369097925	0.004999324
MPT5	-0.527353454	0.005020472
AIM5	-0.561845101	0.005035043
ART10	0.327957075	0.005046212
ABP140	-0.200362126	0.005084678
JJJ1	0.247084544	0.005094137
ICS2	-0.421209626	0.005099723
MMT1	-0.591199373	0.005104832
IGD1	-0.34881958	0.005111607
IMG2	-0.816297302	0.005141285
NDE1	-1.096310302	0.005153224
HAP4	-0.728086172	0.005162433
ARG8	-0.296065676	0.005181769
SIP3	0.228157451	0.005206946
ATG33	0.461263185	0.005213925
PML39	0.308695935	0.005234215
JID1	-0.984755913	0.005243189
SNO1	1.966373955	0.005252182
YJL016W	-0.357326783	0.005308621
PRP6	0.21972467	0.005318907
SPO7	0.378270919	0.005324104
FDH1	1.565558883	0.005332458
YML020W	0.351730793	0.005356948
YOR052C	-0.770876402	0.005426695
BRR6	0.514652519	0.005434597
MBF1	-0.261715608	0.005449836
GGA2	-0.282384083	0.00545843
GDE1	0.24297325	0.005465561
FAS2	-0.562292445	0.005513191
ROY1	0.166691297	0.005560912
RAF1	0.468985944	0.005570488
YPR084W	0.226761739	0.005585975
OKP1	0.405249146	0.005608941
MTO1	-0.415278652	0.005626201
TPO3	-0.469827825	0.005644721
MRP49	-0.352578747	0.005655624
SWR1	0.196293421	0.005671927
CHL4	0.650926873	0.00569462
PDC6	0.295075751	0.005704047
ROG1	0.726736198	0.005729773
MSN5	0.212989252	0.005741885
VHS3	0.290388773	0.005770881
SFC1	-1.324583283	0.005784057
YMR178W	0.342029576	0.005791027
ISW2	0.277742426	0.005843218
DUR1,2	0.472647784	0.005854824
YMR206W	-0.707983957	0.005882318
VHR1	0.58310132	0.005920126
NUF2	0.24245151	0.005946521
FSH1	-0.418227049	0.005968218
YNL208W	0.528438073	0.005973472
YIL001W	0.231213467	0.005980638
OXR1	0.373431244	0.005995779
OXA1	-0.252384525	0.006011509
DPM1	0.235407432	0.006020745
PKP1	-1.004762362	0.006039696
YLR422W	0.130321507	0.006055551
YBR141C	0.223833929	0.006067728
YHL018W	-0.257426616	0.006074939
UMP1	0.884062004	0.006087915
ECM31	-0.241668127	0.006169354
GRX4	-0.618114745	0.006179554
YBL095W	-1.420486382	0.006188223
GIN4	-0.347070162	0.006197865
YLR173W	0.443554133	0.00620623
BPH1	0.292788137	0.006245595
GPI13	0.196135629	0.006253044
YPR127W	0.149749886	0.00627636
SSU1	0.544455033	0.006374692
PRM9	0.301277039	0.006385233
PHO8	0.219595353	0.006398277
JJJ3	0.816230036	0.006412393
DHR2	0.286896791	0.006544446
PDR15	1.996439794	0.006555416
MRPL39	-1.320129352	0.006572605
FRK1	-0.344198592	0.00667367
YOR111W	0.269977269	0.006695177
ERG27	0.3243166	0.006706945
GPI17	0.244772611	0.006720009
RNR3	1.048618958	0.006726528
CPR2	0.311196524	0.0067345
URA1	-0.729127259	0.006747373
SHE10	0.344153038	0.006761778
PIF1	-0.312343516	0.006798712
SNU66	0.228884972	0.006808542
NHP6B	0.580798424	0.006858188
ERV46	0.220155634	0.006897035
YHR080C	-0.260724869	0.00690377
ASA1	0.342625385	0.006912323
AEP3	-0.231117199	0.006919388
SIN4	0.269582968	0.006965474
SOM1	-1.255782587	0.006972312
CLF1	0.206174928	0.006994796
HUG1	1.527934749	0.007034546
VHS1	-0.508159668	0.007075395
FDC1	0.592873641	0.007085907
FPR3	0.210529171	0.007116007
SAS4	0.159692998	0.00713525
ECM14	0.293512074	0.007189366
SPG5	0.822722168	0.007260984
DDR48	-0.594280375	0.00732097
PSH1	0.268208936	0.00733286
CHO2	-0.730442585	0.007356176
MAP1	-0.271607104	0.007377188
MRPL33	-0.687670887	0.007414046
PSR1	0.228672254	0.007446649
PFY1	0.189912815	0.007485275
RVB2	-0.230804629	0.00750107
CUL3	0.313375332	0.007523953
IFM1	-0.218422898	0.00753128
PRP2	0.374524999	0.007538847
UBP7	0.239584654	0.007580859
IES2	0.202066866	0.007596947
XRS2	0.173445331	0.007604421
MKS1	0.500353877	0.007618747
SOL4	0.496989589	0.007660071
YNR034W-A	-1.193374073	0.007670218
LCD1	0.379973492	0.007680092
IDP1	-0.733082525	0.007693159
TRI1	0.215820965	0.007707422
YAP1801	0.528873826	0.00773278
PUF3	-0.131281322	0.007769436
TOF1	0.234963002	0.007778454
OPI10	0.346948405	0.007802226
SOP4	0.293937914	0.007832375
YER034W	0.472797602	0.007857333
OCH1	-0.228733714	0.00787532
YBR085C-A	0.327175453	0.007906034
FAB1	0.151294613	0.00792085
STU2	0.163474699	0.007928507
ALF1	0.538802505	0.007975082
YOL087C	0.28624311	0.007986997
SNA4	0.489732542	0.008009301
MMT2	-0.312428509	0.00803554
YIL096C	0.166997724	0.008065987
OST1	0.281192436	0.008073029
GBP2	-0.43293311	0.008106983
YLR460C	-1.194138362	0.008172816
GAL80	0.278481346	0.008198234
ADE1	0.32319138	0.008224707
FMP21	0.294096796	0.008291557
ECM2	0.28383176	0.008339578
YGR130C	0.214076504	0.008349405
ARC1	-0.351387537	0.008356679
DSF1	1.929712247	0.008430025
AI2	-1.160418691	0.008443813
PIM1	-0.188850671	0.008472221
PAM1	-0.232267486	0.008480111
DDI1	0.263223601	0.008511123
ROM1	0.374458803	0.008519605
SPC1	0.384351132	0.00862116
ZTA1	0.844400567	0.008632579
ARP5	0.141957712	0.008642914
SIW14	0.25952199	0.008679957
FMP46	0.455950256	0.008713988
TMT1	0.460658941	0.008731102
MPA43	-0.240487146	0.008766926
HIS7	0.180029235	0.008783752
RRN11	0.262634245	0.00879334
NAB6	-0.255409974	0.008811372
PEF1	0.227619517	0.008834239
RIX7	0.182186831	0.008856928
RRP12	0.203481017	0.008877116
YJR142W	0.293627058	0.008903178
YDR387C	0.261000704	0.008912973
YJL045W	-2.093745479	0.008928316
MSS11	0.254275776	0.008979496
CSI1	0.368840633	0.008988391
PSY2	0.176665869	0.008997926
PRP9	0.400889888	0.00902021
CWH41	0.27484344	0.009035717
SSH4	0.494033119	0.009082872
ESF1	0.131862672	0.009120603
PEA2	0.077988217	0.009154649
YMR262W	0.320864232	0.009184606
CET1	0.146724601	0.009204255
APT2	0.307619229	0.009227475
OAR1	0.270751079	0.009238353
YCR075W-A	0.18357663	0.009276171
YGR017W	0.285704225	0.009285914
YDR161W	0.230207632	0.00930709
PHO87	0.177023311	0.00933629
NPT1	-0.122889155	0.009365653
MGM101	-0.369795797	0.009373504
RNH70	0.313944614	0.009387438
BEM4	0.308937725	0.009420019
SKP2	0.291653555	0.009436162
RAV1	0.214927226	0.009469554
PRP18	0.253842547	0.00949873
CDC60	-0.243467875	0.009508099
YPR174C	0.454167094	0.009597287
ASC1	-0.236346212	0.009605246
CTR86	0.268277936	0.009619272
YLR352W	0.382615268	0.009639589
YPL077C	-0.249343016	0.009653297
NRK1	0.163840888	0.009672808
YOR389W	0.480153093	0.009690108
UBX2	0.428406557	0.009714358
YFR006W	0.257705757	0.009739763
YOR342C	0.485830698	0.009752901
CPA1	0.952664574	0.009763113
MRPL17	-0.896798067	0.009834935
YGL082W	0.139645868	0.009847822
RTN2	0.518803303	0.009893562
DIA4	-0.717661324	0.009903928
PRM4	-0.418844182	0.009951734
GSH1	0.182988323	0.009983994
YER158C	-0.448778228	0.010012486
RIA1	0.212846756	0.01002628
IML3	0.481824262	0.010035521
MOT1	0.207247237	0.010043615
TFS1	0.625069739	0.010063891
SCC4	0.246973001	0.010171816
RAP1	0.154856889	0.01022869
YDR262W	0.190103417	0.010273317
TRM13	0.357183969	0.010326896
ADH5	1.060186116	0.010341102
SEY1	0.244560839	0.010358195
ARI1	0.895216134	0.010429868
YKL187C	1.867294569	0.010456142
ARO7	-0.267920853	0.010467668
TPS1	0.239695519	0.010507704
RSC3	0.197378747	0.010571987
YDR186C	0.299466564	0.01058082
IML2	0.258608333	0.010626199
YOL103W-A	0.240923492	0.010641173
STL1	-2.546630192	0.01065447
SHE4	0.220883321	0.010671146
CTS1	0.943363382	0.010689649
TAX4	0.43208395	0.010701928
TGL2	-0.338521429	0.010709938
DAP1	0.252162598	0.010739139
YEF3	-0.466777888	0.010830769
MDR1	0.187478961	0.010850359
SYF2	0.203710332	0.010883016
MAK10	0.160375582	0.01089218
MAD3	0.237945799	0.011004861
EXG2	0.277565023	0.011072759
SGN1	-0.433558553	0.011129831
TYR1	0.202745883	0.011158401
AST1	-0.18997228	0.011180918
MGR1	-0.158560348	0.011189769
CSR1	0.243149036	0.01120087
SGF73	0.21920227	0.011363281
COG2	0.271449633	0.011375741
UAF30	0.283672049	0.011435692
YDR286C	-1.487381834	0.011481609
ALA1	-0.121199987	0.011497325
ALG14	0.458532577	0.011560233
SPT8	0.194391565	0.011569782
TOF2	0.131354726	0.01159158
YML6	-0.897310109	0.011617574
PXR1	0.221573661	0.011691032
EGT2	1.284319952	0.011742863
YHR138C	0.621313395	0.011781117
YDR307W	0.310351263	0.011891014
SIS1	0.248016675	0.011940693
LIF1	0.399558867	0.011980594
RSF1	0.461621015	0.011993296
YEL020C	-0.096291225	0.012001961
SDC1	0.214326745	0.012107121
CBP6	-0.330094935	0.012121233
RIM13	0.317037947	0.012141561
GRS2	0.298699356	0.012210671
YNL165W	0.869820502	0.012226004
ISU2	-0.457984604	0.012253833
YIL077C	-0.527192741	0.0122927
ADH1	0.760321679	0.012358842
PBP4	-0.278651731	0.012470717
GIS4	0.156972317	0.012505656
AKR1	0.359252723	0.012516356
FOL1	0.144731335	0.012570968
YSP1	0.287182946	0.012598121
PCP1	-0.35698816	0.012673088
SHU2	0.845245852	0.012703518
TTI2	0.184796198	0.012714133
PRP42	0.19916456	0.012741135
MAK3	0.326828707	0.012751506
SMF2	0.28540977	0.012786697
RMD9	-0.196464244	0.012799518
CCA1	-0.108034346	0.012812216
BCD1	0.18837672	0.012827054
BUR2	0.193968954	0.012842032
PSY4	0.233286495	0.012885811
NOP4	-0.210505442	0.012911654
YEA6	-0.272257036	0.012996075
FYV10	0.217558825	0.013022208
YGL117W	0.752723	0.013064853
COQ4	-0.368073668	0.013081381
PHO4	-0.384084496	0.013101598
MET16	0.790702201	0.013124
YBR197C	-0.305574801	0.013164212
RXT2	0.180376176	0.013177838
ASI1	0.287400536	0.013210309
TAH1	0.299117209	0.013414994
SWM2	0.441568142	0.013431059
PHO85	0.140260792	0.013501478
APE3	0.453975113	0.013542619
YDL129W	0.61614044	0.013605561
CPR3	-0.432615707	0.013630044
VID30	0.132392003	0.013675214
DAP2	0.434220581	0.01374489
PCC1	-0.211182553	0.013757679
SER3	0.275484427	0.01384937
TRM2	0.354616327	0.013896192
SAC3	0.256914069	0.013923623
LCP5	0.254259688	0.013956696
YMR160W	0.24535223	0.013973045
SEC39	0.087306168	0.013983993
YHR192W	0.350116553	0.014014984
FAR3	0.104616905	0.01403411
ALR1	0.285382948	0.01405585
PUF4	-0.074342741	0.014158148
YDR131C	0.296771515	0.014220983
BUD22	0.155849555	0.014248043
ADY2	0.0	0.014264362
PET111	-0.392445236	0.01427714
GNP1	0.12328523	0.014337643
STB2	0.356889883	0.014379585
BAP2	-0.391081016	0.014391677
TRM1	0.220878975	0.014480239
YOR246C	0.177098185	0.01450211
YLR063W	0.289730561	0.014514982
LGE1	0.169170226	0.014536329
GLN4	-0.163299987	0.014633497
SOK1	0.138101568	0.014647331
RLF2	0.17213603	0.014683679
CRT10	0.15308829	0.014717607
MOD5	0.172675636	0.014727494
SCW10	0.678778241	0.014785208
PAN6	0.170855572	0.014802804
YVH1	0.177449277	0.014826047
LYS14	0.205029292	0.014861752
TMA10	-0.531724738	0.014924717
THR4	0.165425836	0.014952609
GPG1	-0.262116971	0.01497176
SAM4	-0.41145316	0.014991069
PPM2	0.296714318	0.015095518
BSP1	0.195409372	0.015114006
HNT3	0.46159792	0.015186391
YBR139W	0.156764553	0.015215462
PER33	0.182350836	0.015238527
TEL2	0.220286601	0.015258297
ASK10	0.237897825	0.015295383
SWI6	0.179444366	0.015319457
MET28	0.605403685	0.015387362
COY1	0.207396224	0.015483077
PPN1	0.285733155	0.01556356
COG6	0.149658034	0.015626073
COS2	0.42139956	0.015645164
BIM1	0.115382315	0.015657885
EMW1	0.081670726	0.015676818
RRN5	0.318080777	0.015700988
PTC7	-0.310637671	0.01575189
WHI4	-0.22369077	0.015774979
YJR061W	0.423282879	0.015794617
MDM1	0.342114012	0.015834348
YNL195C	1.193428449	0.015869487
FMP27	0.246168588	0.015910651
ICL1	-1.428808808	0.015951269
FEN1	-0.360866109	0.015970548
RPS21A	0.207135099	0.016011538
BIG1	0.357552217	0.016073739
TPK2	0.19213707	0.016171611
PRP39	0.176207648	0.016187145
YER156C	-0.162579925	0.016225745
DIA1	-0.56988923	0.016315508
WWM1	0.246035729	0.016487843
MDN1	0.18501725	0.016537763
TVP15	0.239887624	0.016627712
MNS1	0.249717037	0.016661492
RAV2	0.196026889	0.016705096
NUP170	0.126390441	0.016785097
GCN1	-0.190461174	0.01680658
NGL1	-0.525096145	0.016846312
RAX1	0.296421408	0.016869534
KIN82	-0.115718948	0.016917073
MSB1	-0.321831969	0.017076009
PPT2	-0.633911062	0.017093031
STE24	0.098273942	0.017118949
ISF1	-0.274329659	0.017133579
ECM22	0.300230892	0.017166196
ULA1	0.190614844	0.017194598
AXL1	-0.127555561	0.017224505
BLS1	0.228538374	0.017241217
RPL36A	-0.246405678	0.017281365
PRP45	0.257804103	0.017316895
COX11	-0.279760965	0.017390584
PRP28	0.244750277	0.017406004
ATS1	0.169686453	0.017419193
YIR007W	0.400235593	0.017494832
KSP1	-0.309826944	0.017509027
PHO88	0.192507415	0.017546068
MET31	0.366057764	0.017636967
FLC3	0.249794221	0.017648483
UTH1	1.320458347	0.017674877
MSN4	-0.83430913	0.017817504
YBP1	0.147523544	0.017860926
RTT107	0.211425163	0.017886522
USV1	-0.235419425	0.017899066
AME1	0.37787903	0.017940531
HPR1	0.238546454	0.017970991
UGX2	-0.341913991	0.01800815
SLM5	-0.161836133	0.018033074
IRC24	0.208397522	0.018045212
PKH1	0.141705796	0.018060783
PMT6	0.416184386	0.018131547
PTC4	0.18896482	0.018157613
DUG3	0.248606656	0.018193499
GLT1	0.134549391	0.018233753
YMR155W	0.330021256	0.018345128
ADP1	0.679871018	0.01836604
RAD61	0.179692508	0.018398129
YBR071W	-0.321293609	0.018410691
TGL4	0.257222778	0.018504739
STU1	0.097711521	0.018591904
IBA57	0.124445637	0.018604
ATP14	-1.697665211	0.018675406
SEC66	0.28870658	0.018712197
SIR2	0.297822882	0.018796775
RIB5	0.184821922	0.018841173
OCA4	0.277697859	0.019007191
NSL1	0.251546323	0.019083912
YDL124W	0.189235484	0.019103369
ETP1	-0.203648059	0.019191406
YPP1	0.121023994	0.019213286
YER064C	0.244347414	0.019228926
ARP8	0.177590332	0.019372135
YCK1	0.175828069	0.019409412
VPS33	0.25040505	0.019439496
PEX4	0.336282446	0.019547143
SGS1	0.19378955	0.01959527
FET5	0.240974257	0.019618235
SNT1	0.220889407	0.019649368
MRPS18	-0.886816664	0.019709964
ACO2	-0.29981201	0.019784834
MRPL15	-0.383638209	0.019840259
YAT1	0.477700802	0.019948984
YLR312C	0.330964411	0.020014306
SGF29	0.246425492	0.020028726
RER1	0.106278246	0.020102593
ERG4	0.533287654	0.020130249
COG3	0.170990554	0.020189405
YER163C	-0.208292975	0.020216281
RDL2	-0.216036132	0.02026178
GCN20	-0.235662119	0.020303819
DUS1	0.129537405	0.020384259
JIP5	-0.269289111	0.020434944
RCN1	-0.335081884	0.02060142
HOT13	1.754769515	0.02061577
YGR126W	0.277114142	0.020682128
HUT1	0.275131463	0.020712979
VID24	0.572919875	0.020765629
GAL3	0.347885217	0.020803872
CYT2	-0.305775285	0.020868053
SAC6	-0.145425868	0.021153709
MTC5	0.297915936	0.021279866
MST1	-0.418844661	0.021534677
SNQ2	0.520142866	0.021624113
DED81	-0.283174223	0.021644062
YBR241C	0.347162513	0.021759269
SNC2	0.387081538	0.021792914
OCA1	0.31392333	0.021868783
TDP1	0.392907117	0.021898763
YIL108W	0.276528211	0.021994796
PHO80	0.311319844	0.022012787
KSH1	0.377010286	0.022389621
PCI8	0.157948722	0.022436049
YAR1	0.178072188	0.022513971
CDC12	-0.225924986	0.022683491
NAT2	-0.253019356	0.02277705
BUD31	0.394005281	0.022843594
YBR074W	-0.200858924	0.022892331
AGE1	-0.394185847	0.023046699
IFH1	0.349259634	0.023155844
ATG17	0.141739295	0.023213171
VPS64	0.228218896	0.0232855
YDL156W	0.255967888	0.023327883
POP1	0.134174455	0.023518118
PDS1	-0.23231801	0.023553556
SWC5	0.213454561	0.023568294
LEU9	-1.279339873	0.02377287
RPL33B	-0.211450853	0.02381686
NIC96	0.127968762	0.023904951
RTT105	0.308309464	0.023977674
MTH1	0.335180917	0.024007366
KTR7	-0.342098847	0.024032528
YTP1	-0.454559075	0.024072211
POP8	0.415577557	0.024149086
CHO1	-0.248443612	0.024197772
MSK1	-0.370042379	0.024237023
MHR1	-0.486838982	0.024321524
TRM44	0.380146255	0.024380088
BRE1	0.130569784	0.024402955
ERD1	0.336459627	0.024431217
NCS2	0.132298437	0.024499805
PUS6	0.193803515	0.024520453
YAE1	-0.247195255	0.024600557
TPK3	0.226641492	0.024624477
STB5	0.303053134	0.024681172
TRZ1	-0.204891772	0.024759524
SRO9	-0.332118847	0.024942564
PDR1	0.15826963	0.024966116
TTI1	0.24064686	0.024993199
RGR1	0.217285337	0.025010132
NAT1	-0.157858681	0.025075008
RMD8	0.226098271	0.025104831
MLH2	0.204392975	0.025205335
QCR2	-1.840165932	0.02523529
SKI7	0.163795593	0.025455826
RPL27B	-0.30616066	0.02549737
SFP1	0.251967832	0.025575827
ABF1	0.31471772	0.025629909
YMR265C	0.09432158	0.025645003
TSR4	0.080848671	0.0256907
CSG2	0.215233722	0.025822347
IRS4	0.343842863	0.02584946
SWF1	0.593299437	0.02586421
UBP5	0.150957247	0.025882264
MMF1	0.453746117	0.025905314
IMH1	0.103417227	0.026077711
COX18	-0.623715716	0.026212894
KAR1	0.367190544	0.026273304
ALY1	0.3574745	0.026363603
RTS2	0.194287105	0.026382265
FMP40	-0.119965771	0.026447561
DUO1	0.140830535	0.026622528
ERV15	0.269415272	0.026693913
YJR098C	0.137505171	0.026714183
YBL081W	-0.474881904	0.026760808
YAP5	0.534150889	0.02678622
JJJ2	0.455986367	0.026823429
NAR1	0.27157579	0.027036637
KTR4	0.107763999	0.027137649
SNL1	0.145850076	0.027210449
TDA7	0.271909674	0.027299702
REB1	0.239464995	0.027335848
COG4	0.169991325	0.027370419
GET3	-0.059305015	0.027394479
HSP30	-3.537814601	0.027455457
TIM11	-2.939060163	0.027671736
RCY1	0.235790124	0.027725479
INP1	0.25944717	0.027740932
ACE2	0.116934248	0.027800484
YPD1	-0.126801286	0.027849457
MET32	0.363600448	0.027869115
NSA2	-0.265480846	0.027904774
MKT1	0.16515723	0.027971784
YBR255C-A	-0.380593295	0.028085074
VCX1	0.336517568	0.028189628
RNR1	-0.455045013	0.028223458
SIC1	0.395291589	0.028301864
TRM8	-0.145703082	0.02841286
MRPL38	-1.021800262	0.028502338
SDO1	-0.280581816	0.028604043
PTC1	0.234372233	0.028778222
SAD1	0.384217563	0.028911773
SHO1	-0.161681779	0.028980322
VTC1	-0.129514614	0.029002298
YOL036W	0.201787208	0.029064489
YDR090C	0.168436242	0.029164566
YLR271W	0.245479402	0.029227803
MES1	-0.153453736	0.029390005
SRL3	-0.369238068	0.029425167
IMP2	-0.336570057	0.029494968
SPC105	0.305727715	0.029581951
CAD1	0.415228336	0.029624042
CSF1	0.206669477	0.029761124
AST2	0.11543787	0.029784476
SMM1	-0.10208039	0.02980247
ARO8	-0.149018378	0.029882343
IAH1	0.243094441	0.029988117
BRR2	0.121305708	0.030011917
SSQ1	-0.256849115	0.030056279
CAF120	0.192127444	0.030159028
ARD1	-0.125044395	0.030395801
YIL067C	0.266454499	0.030426242
SLA1	-0.204617481	0.030542477
YEN1	0.18208492	0.030568725
YSC84	0.187506629	0.031177735
SLD3	0.697743311	0.031307123
SIS2	0.210475004	0.031436235
LSM8	0.248493061	0.03162021
MFT1	0.275668191	0.0316764
PNS1	0.148949167	0.031793717
FLD1	0.318502087	0.031812551
HUB1	0.354841405	0.031858502
MCM16	0.201631436	0.031914792
MNT2	-0.281565123	0.032082764
STP2	0.267542008	0.03214403
YMR315W	-0.184712346	0.032313456
CWC23	0.207726306	0.032386008
GRE1	1.807032537	0.032470401
AIM27	0.209093165	0.032501608
MSM1	-0.244778197	0.032524963
SET3	0.178055082	0.03267301
TRA1	0.127596821	0.032756431
YHL017W	-0.173325688	0.032851528
SES1	-0.453426355	0.032982463
YOR228C	-0.354972778	0.03307193
SRO7	-0.125431219	0.033182289
FBA1	0.347697298	0.033201477
YOR097C	0.201961878	0.033385716
PDR12	0.591198564	0.03350205
VAM7	0.13655202	0.033601838
APA1	0.223087016	0.033728846
SSK1	0.197874185	0.033765696
PTP2	0.139516092	0.033783311
TKL1	-0.291085227	0.033963111
DRS1	-0.162149483	0.033992638
YER140W	0.316937726	0.034032559
CKS1	0.199672876	0.034059778
OST2	0.116715618	0.034251195
MSY1	-0.347240804	0.034425696
YJL132W	0.339080375	0.034471622
SPT3	0.19081772	0.034503318
KRE28	0.155256907	0.034706221
TUB4	0.268779666	0.034870669
CUE1	0.147200692	0.034960774
MCR1	-0.463679351	0.034999056
YDR476C	0.864685221	0.035053426
MBR1	-0.775503165	0.035101302
YLR225C	0.130562391	0.035127998
HIS2	0.213693284	0.035264859
PHO91	-0.193375518	0.035332741
MTG2	-0.217861571	0.035423403
STP3	0.41503077	0.035553179
AIM18	-0.320256215	0.035643505
TRP4	0.329946485	0.035706347
ARG7	0.215299134	0.035753264
BDF1	0.214723498	0.03585045
CUE4	0.291657687	0.035985756
DAL81	0.25759343	0.036188814
YGL114W	0.206785621	0.036309583
RAD57	0.420731981	0.036332922
ITC1	0.180520288	0.036413476
ERG2	0.590506163	0.036443048
CBF1	0.086765097	0.036752922
PRP21	0.323318659	0.036784505
GET2	0.253263321	0.03685763
LRS4	0.221583759	0.036952688
PRP8	0.156523259	0.036987342
PCL6	0.150575938	0.037131244
NTG1	-0.146830723	0.037195846
EMC2	0.144700114	0.037239511
YHR131C	0.161071249	0.037308482
RAD10	0.18848068	0.037329597
FIN1	-0.305484021	0.037437334
YOL159C	0.330239231	0.037508867
YDR391C	0.14115605	0.037621034
ECI1	0.746637766	0.037676321
FRE7	0.51877311	0.037759672
FIG4	0.188918002	0.03780562
NCE101	-0.349242579	0.037983513
NMT1	0.244714472	0.038004741
YIL151C	-0.145661186	0.038075459
PXL1	-0.233244676	0.038181585
ATG19	-0.176590833	0.038250527
RBA50	0.140615351	0.038278152
YDL199C	0.264020405	0.038329979
YHR182W	0.13441793	0.038380682
GND2	0.193812849	0.038538288
RRT2	0.34952817	0.03867484
EAF1	0.176503463	0.038737991
SSN2	0.165942091	0.038984355
NRD1	0.091792149	0.039180578
NTH1	0.120369313	0.039335383
OSM1	0.182083201	0.039356615
CNN1	0.159454329	0.03939059
FMP37	0.10817036	0.039494298
REG1	0.101406349	0.039592941
MDM10	0.26553837	0.039754181
STP1	0.52761981	0.039850339
LYS2	0.174314793	0.03988044
FTR1	-0.698358506	0.039942794
TAH18	0.138864423	0.040044413
SEC11	0.463039969	0.040093094
GSC2	-0.108542113	0.040130244
TCB1	0.179796189	0.040182157
HNT1	0.357435221	0.040384742
LTP1	-0.119488867	0.040422593
HIT1	0.245449557	0.040451561
YNL155W	-0.137348774	0.040499662
MSL1	0.30732247	0.040578337
YGR012W	0.07990594	0.040715991
NAB3	0.15470791	0.04074536
IES1	0.152372348	0.040777119
POP2	0.050979737	0.04081473
YLR407W	0.279965536	0.041143925
FAR1	-0.301129064	0.041170968
RTT109	0.295540431	0.041600734
TPO2	-0.746289975	0.041758389
PEX29	0.2459977	0.041854368
SFK1	-0.210388592	0.041887454
HRQ1	0.133550529	0.041924855
TUB2	0.183806741	0.041959838
RAD50	0.164351488	0.042088088
YPL150W	0.146769006	0.042151275
RAD7	0.265725857	0.042256486
GRX2	-0.28920011	0.042315383
VHT1	0.303102349	0.042424252
BIK1	0.229263069	0.042457197
TRM11	0.131215827	0.042509763
FOB1	0.310365059	0.042564615
NUP145	0.127661155	0.042624958
BUG1	0.225757178	0.042705517
ECM33	-0.402108675	0.042985197
USA1	0.201555107	0.043057855
YLR036C	0.214636197	0.04329616
EMI1	-1.127051006	0.043437488
TMA19	-0.508921535	0.043671164
DML1	0.237120679	0.043765408
ZEO1	-1.062082289	0.044052709
NOP12	-0.141159829	0.044146402
YSF3	0.259859099	0.04420072
YNL022C	0.203445431	0.044352322
RPL16B	-0.321000893	0.044552614
YBR225W	0.181299531	0.044674365
YLR057W	0.116731795	0.045130885
AIM36	-0.232089412	0.045236959
YGP1	-0.375129253	0.045513401
MBP1	0.19817135	0.045652534
MLS1	-1.144103208	0.045840813
TRM10	0.151491352	0.045872596
RLI1	-0.240546244	0.045986334
RPF1	0.175695163	0.046043085
WRS1	-0.17395832	0.046096249
YJL171C	-0.212922181	0.046261405
SPT7	0.119692655	0.046379493
REP1	0.334562895	0.046414812
SPC25	0.120300428	0.046606633
YNL181W	0.215463285	0.046702097
TBF1	0.188722752	0.046846975
ADH4	-1.51012475	0.047142106
TMN3	-0.14181011	0.047251707
KEL1	0.191042563	0.047319349
FHL1	0.202855859	0.047363799
TIM13	-0.32009302	0.047536586
SNZ1	1.398590447	0.047750478
SKY1	-0.173239417	0.048069874
SIN3	0.118642546	0.048144061
YPS3	-0.708328635	0.048207757
RCR1	-0.257303381	0.048325095
INN1	0.193512882	0.048412771
HSL1	-0.234583082	0.048445158
RPA34	0.121147818	0.049012096
SPP2	0.449209993	0.049137168
MPS3	0.26728845	0.049176854
SGD1	0.207533939	0.049404286
RPN13	-0.126295209	0.049480703
SIF2	0.16347452	0.0495569
SMI1	-0.17919364	0.049804391
YPR098C	0.476013625	0.049889399
NTC20	-0.172935156	0.049927506
LAA1	-0.15997564	0.050187824
SLN1	0.171697165	0.050452854
YIR014W	0.210132757	0.050534457
PIN3	0.25788208	0.05069195
BFA1	-0.163031973	0.050800087
EOS1	0.264295892	0.050910231
BDF2	-0.219571605	0.051027608
MAL33	0.678391683	0.051181311
AGP2	0.195524748	0.051248932
CWH43	0.328625518	0.051724194
MDM20	0.084650223	0.051803653
YER137C	0.16455307	0.051876427
FES1	0.168175415	0.052025775
RTC4	0.292764632	0.052187716
OST5	0.191733513	0.052398747
GAS3	0.10142255	0.052555942
DAD2	0.111070994	0.053029435
GPI14	0.367886715	0.053064311
BUD6	0.073452876	0.053093315
